"","BID","SMAPE","RMSE","MAE","MSE"
"1",1,2.6660418966607,92.0024751344421,62.1491420572045,8464.45543086363
"2",2,3.36260466178877,85.7661336861615,52.2511575456432,7355.82968747252
"3",3,3.29349658746829,86.2890259040576,51.1212976239596,7445.79599147112
"4",4,1.59665058971888,23.2004267995179,15.9283556875437,538.259803679791
"5",5,3.74029053726527,230.209889723861,111.557310281523,52996.5933266723
"6",6,1.86456725720159,53.1952034158162,34.4988044982437,2829.72966645006
"7",7,2.71009138275482,29.5437145472388,19.1239232784604,872.831069248727
"8",8,1.54680462671441,28.658991004402,20.2968665381036,821.337765390397
"9",9,1.7068182283488,58.4005366557278,36.9627475816453,3410.62268167701
"10",10,1.28036801946747,69.8882261663292,51.0298534995371,4884.36415667599
"11",11,1.17576053080899,32.7097254311676,22.5931197483707,1069.92613778237
"12",12,1.28296429274213,27.1363907055374,18.3643461443542,736.383700523575
"13",13,1.3533088226353,46.1853063028271,33.0024373825873,2133.08251828596
"14",14,3.31724641606055,78.0577332298868,58.7683459450473,6093.00971698818
"15",15,1.11993014317564,26.5082987099613,18.968285785245,702.689900496534
"16",16,2.92309427494564,134.350849707456,78.1523882335467,18050.1508171154
"17",17,1.69509928117899,31.4592927076066,16.3937016334431,989.687097662872
"18",18,1.65223739572613,43.0858813907288,24.1525332893114,1856.39317521595
"19",19,2.23839510510669,49.578346920518,29.9988168096523,2458.01248337123
"20",20,1.89399279682851,73.1354002177157,33.539012492202,5348.78676500545
"21",21,2.06516293097678,70.8220282827581,40.988993401101,5015.75969008378
"22",22,1.21249955191786,23.978188919873,15.0036024939234,574.953543877119
"23",23,0.74430373993792,20.0956474131245,9.96173560242179,403.835044952618
"24",24,1.18278720292197,193.053658896415,120.381056485504,37269.7152132934
"25",25,1.35536188639547,175.806365734946,100.772147623619,30907.8782329296
"26",26,1.11495632372463,67.5877760676659,41.2403561902583,4568.10747377295
"27",27,0.708267285729291,210.582801343792,126.48125475382,44345.116221799
"28",28,1.74078010128021,52.5785015257378,32.0756047110773,2764.49882269201
"29",29,1.15369539401629,28.4183141686644,17.4881789601504,807.60058018891
"30",30,2.07112410878469,26.1415813708746,16.8397352470597,683.382276570057
"31",31,1.42151366984066,31.9519736450933,20.2504977129377,1020.92861981674
"32",32,0.0768527990189304,10.6074341436939,7.56548344236522,112.517659112804
"33",33,0.0938921254801147,11.7902848590323,8.1765520739882,139.010817057125
"34",34,0.14507664957055,7.78429570158274,4.85170104464615,60.5952595696796
"35",35,0.0886529313435032,2.72517187493701,1.92665440178163,7.4265617479477
"36",36,0.142617900272348,5.94948139467497,4.14044851681127,35.3963288655837
"37",37,3.58849760625692,163.955128329104,90.5034630585409,26881.2841054129
"38",38,4.33670738101405,123.173450084673,59.6445321217414,15171.6988057614
"39",39,3.58142779763025,110.315746670929,57.2269380238039,12169.5639635647
"40",40,4.66488920166254,132.727868353175,64.8875516232052,17616.6870375779
"41",41,3.56179406260312,161.291367235635,94.0901423773599,26014.9051447405
"42",42,4.06786306136713,108.609293560239,50.3865749074319,11795.9786476541
"43",43,3.92355768930748,116.935129762227,52.4472232933787,13673.8245725089
"44",44,3.34918947333087,113.093347581199,52.7773061983408,12790.105267122
"45",45,1.01570216675285,44.3216423168094,29.2473666278175,1964.40797765919
"46",46,1.55028933410216,49.9322589606416,33.9393230493485,2493.23048491257
"47",47,0.918410232096118,73.1501773804723,48.8314915251105,5350.94845079456
"48",48,0.912783833529999,29.0665299647367,17.2114288628979,844.863164190938
"49",49,0.743537326864783,34.0768630602565,22.3004988541378,1161.23259602748
"50",50,0.84938577521748,38.1046411149334,25.3465527938976,1451.96367449787
"51",51,1.05750407680328,40.1094713117578,27.2495741277133,1608.76968890872
"52",52,1.15724234211266,38.8921559051284,23.7792888339653,1512.59979094882
"53",53,2.86876023498384,80.1333287529986,49.5756506961165,6421.35037703616
"54",54,4.53267105689791,113.139251033681,67.1754399661506,12800.4901244623
"55",55,0.400699537791135,6.41853533122768,4.09353835524347,41.1975957982181
"56",56,0.25176047476244,19.0152471908126,10.4837303341656,361.579625727707
"57",57,2.62281405988348,65.226431807816,42.5098761233018,4254.48740637967
"58",58,0.153352826764727,6.51035509546021,4.43243675390982,42.3847234689848
"59",59,2.85049667549683,78.4549157145558,42.7723570024268,6155.17379977805
"60",60,1.80951562871092,80.8094747550649,48.5977917221717,6530.17121018947
"61",61,1.98941441750629,81.1370109966158,58.9190738475377,6583.21455346495
"62",62,1.86060020863328,28.2752799870436,20.8122725193653,799.491458345708
"63",63,2.0462412928255,21.3766294702875,15.3274560923772,456.960287509966
"64",64,1.51626997152461,24.7135682453324,17.9943846918899,610.760455416702
"65",65,2.9923186247923,25.9219290244851,17.2741853808389,671.946404350446
"66",66,1.34299686191042,7.23897612335185,5.4041422673202,52.4027753144582
"67",67,1.47065761529085,26.4272853027908,19.0454326610183,698.401408475101
"68",68,1.74858302350028,48.1645681663178,34.853356425044,2319.82562664787
"69",69,0.897847049743427,82.2616918928182,42.9234140258533,6766.98595306896
"70",70,1.80126532468733,126.922931694687,69.4952126238646,16109.4305899741
"71",71,1.54157966833188,52.5040262861394,33.5383649776005,2756.67277625562
"72",72,0.676846702477037,14.2553577904311,8.90914596131056,203.215225733205
"73",73,0.675640555631416,36.583426589274,24.5887913006573,1338.3471010128
"74",74,1.65195080429957,119.730020268711,66.5241496707778,14335.2777535459
"75",75,2.40557602466087,50.0929840846329,30.2495068019072,2509.30705450328
"76",76,1.13502175045624,19.7041748392116,13.669317567291,388.25450609422
"77",77,1.41604153506413,36.9234931687594,20.8745580391631,1363.34434778342
"78",78,1.60882672967668,52.2509083004812,27.2567646256041,2730.15741822529
"79",79,1.26337283734385,58.6234711132537,35.608555110509,3436.71136536649
"80",80,2.42523833241964,113.832925828607,62.530965268203,12957.9350027011
"81",81,2.90013669205206,67.5874347087429,34.8832124014389,4568.06133050858
"82",82,2.05521878328201,79.2140508493357,46.5494355557044,6274.86585196115
"83",83,1.97040628278414,58.3979481984072,30.3388967564587,3410.32035378385
"84",84,1.70023225667239,47.7652676625397,28.0816387629375,2281.52079487406
"85",85,1.0434769052047,35.3607291495761,22.6890154664634,1250.38116598968
"86",86,2.28528786312952,42.6208078786066,22.5424881969696,1816.5332642251
"87",87,3.78725502194936,63.2696631805637,37.675913834971,4003.05027898198
"88",88,2.70419704730661,53.7143148884231,27.0762421519133,2885.22762393267
"89",89,3.08875288234233,70.8987342843198,37.8651630672073,5026.63052311858
"90",90,3.56280467032108,77.6983980663899,40.0228802816408,6037.04106208318
"91",91,3.56368601244341,70.0682112348196,39.8660391266465,4909.5542256473
"92",92,2.64122060446965,53.893214302269,29.9046783374178,2904.47854783029
"93",93,1.68906382925695,25.0462917233943,16.3389977235322,627.31672909337
"94",94,1.63692387829903,52.4462132172011,37.6631161145618,2750.60528082412
"95",95,3.55245824832026,48.1529368926327,37.5093755541579,2318.70533138587
"96",96,1.228229757628,46.9504766234556,33.113028021146,2204.34725516965
"97",97,1.56535945421619,25.6277576138776,18.0670084978247,656.781960315664
"98",98,2.64008345674923,36.6603034885151,26.2024413934401,1343.97785187003
"99",99,1.73066423436842,27.108588191747,18.9537860462406,734.875553749725
"100",100,2.14816360270527,22.0721535966372,15.7569429864219,487.179964393546
